null,null,dbus_message_demarshal_APIName return NULL if there was an dbus_message_demarshal_APIParam_3,dbus_message_demarshal_APIName return NULL if there was an dbus_message_demarshal_APIParam_3,libdbus
null,null,"this will result in processing of the special Disconnected signal , which may result in a call to _exit_APIName , unless you have used dbus_connection_set_exit_on_disconnect_APIName to disable that behaviour","this will result in processing of the special Disconnected signal , which may result in a call to _exit_APIName , ",libdbus
null,null,One implication of this is that calling dbus_shutdown_APIName from a library is almost certainly wrong,One implication of this is that calling dbus_shutdown_APIName from a library is almost certainly wrong,libdbus
null,null,"Alternatively , there are macros #DBUS_MAJOR_VERSION , #DBUS_MINOR_VERSION , #DBUS_MICRO_VERSION , and #DBUS_VERSION which allow you to test the VERSION YOU ARE COMPILED AGAINST","Alternatively , there are dbus_get_version_APIParam_1 , #DBUS_MINOR_VERSION , #DBUS_MICRO_VERSION , and #DBUS_VERSION which allow you to test the VERSION YOU ARE COMPILED AGAINST",libdbus
null,null,"dbus_setenv_APIParam_2 is dbus_setenv_APIParam_2 of environment variable , or NULL to unset","dbus_setenv_APIParam_2 is dbus_setenv_APIParam_2 of dbus_setenv_APIParam_1 , or NULL to unset",libdbus
null,null,"dbus_setenv_APIName return TRUE on success, FALSE if not enough memory","dbus_setenv_APIName return TRUE on success, FALSE if not enough memory",libdbus
null,null,"dbus_connection_add_filter_APIName return TRUE on success, FALSE if not enough memory","dbus_connection_add_filter_APIName return TRUE on success, FALSE if not enough memory",libdbus
null,null,The machine ID can also be used to create unique per-machine instances,The machine ID can also be used to call dbus_bus_get_unique_name_APIName with instances,libdbus
null,null,The UUID is not a UUID in the sense of RFC4122,The UUID is not a UUID in the sense of RFC4122,libdbus
null,null,"The machine ID is preferred over the machine hostname , and may also change at runtime","The machine ID is preferred over the machine hostname , and may also change at runtime",libdbus
null,null,The allocated ID may be used with dbus_pending_call_set_data_APIName and dbus_pending_call_get_data_APIName,The call dbus_server_allocate_data_slot_APIName with ID may be used with dbus_pending_call_set_data_APIName and dbus_pending_call_get_data_APIName,libdbus
null,null,The allocated ID may be used with dbus_message_set_data_APIName and dbus_message_get_data_APIName,The call dbus_server_allocate_data_slot_APIName with ID may be used with dbus_message_set_data_APIName and dbus_message_get_data_APIName,libdbus
null,null,The allocated ID may be used with dbus_server_set_data_APIName and dbus_server_get_data_APIName,The call dbus_server_allocate_data_slot_APIName with ID may be used with dbus_server_set_data_APIName and dbus_server_get_data_APIName,libdbus
null,null,The allocated ID may be used with dbus_connection_set_data_APIName and dbus_connection_get_data_APIName,The call dbus_server_allocate_data_slot_APIName with ID may be used with dbus_connection_set_data_APIName and dbus_connection_get_data_APIName,libdbus
null,null,dbus_pending_call_allocate_data_slot_APIName return FALSE on failure (no memory,dbus_pending_call_allocate_data_slot_APIName return FALSE on failure (no memory,libdbus
null,null,dbus_message_allocate_data_slot_APIName return FALSE on failure (no memory,dbus_message_allocate_data_slot_APIName return FALSE on failure (no memory,libdbus
null,null,dbus_server_set_timeout_functions_APIName return FALSE on failure (no memory,dbus_server_set_timeout_functions_APIName return FALSE on failure (no memory,libdbus
null,null,dbus_server_set_watch_functions_APIName return FALSE on failure (no memory,dbus_server_set_watch_functions_APIName return FALSE on failure (no memory,libdbus
null,null,dbus_connection_allocate_data_slot_APIName return FALSE on failure (no memory,dbus_connection_allocate_data_slot_APIName return FALSE on failure (no memory,libdbus
null,null,dbus_connection_set_timeout_functions_APIName return FALSE on failure (no memory,dbus_connection_set_timeout_functions_APIName return FALSE on failure (no memory,libdbus
null,null,dbus_connection_set_watch_functions_APIName return FALSE on failure (no memory,dbus_connection_set_watch_functions_APIName return FALSE on failure (no memory,libdbus
null,null,"The passed-in slot must be initialized to -1 , and is filled in with the slot ID","The dbus_connection_allocate_data_slot_APIParam_1 must be initialized to _1 , and is filled in with the dbus_connection_allocate_data_slot_APIParam_1",libdbus
null,null,"The passed-in slot must be initialized to -1 , and is filled in with the slot ID","The dbus_connection_allocate_data_slot_APIParam_1 must be initialized to _1 , and is filled in with the dbus_connection_allocate_data_slot_APIParam_1",libdbus
null,null,"The passed-in slot must be initialized to -1 , and is filled in with the slot ID","The dbus_connection_allocate_data_slot_APIParam_1 must be initialized to _1 , and is filled in with the dbus_connection_allocate_data_slot_APIParam_1",libdbus
null,null,"The passed-in slot must be initialized to -1 , and is filled in with the slot ID","The dbus_connection_allocate_data_slot_APIParam_1 must be initialized to _1 , and is filled in with the dbus_connection_allocate_data_slot_APIParam_1",libdbus
null,null,"The passed-in slot must be initialized to -1 , and is filled in with the slot ID","The dbus_connection_allocate_data_slot_APIParam_1 must be initialized to _1 , and is filled in with the dbus_connection_allocate_data_slot_APIParam_1",libdbus
null,null,"The passed-in slot must be initialized to -1 , and is filled in with the slot ID","The dbus_connection_allocate_data_slot_APIParam_1 must be initialized to _1 , and is filled in with the dbus_connection_allocate_data_slot_APIParam_1",libdbus
null,null,"The passed-in slot must be initialized to -1 , and is filled in with the slot ID","The dbus_connection_allocate_data_slot_APIParam_1 must be initialized to _1 , and is filled in with the dbus_connection_allocate_data_slot_APIParam_1",libdbus
null,null,"The passed-in slot must be initialized to -1 , and is filled in with the slot ID","The dbus_connection_allocate_data_slot_APIParam_1 must be initialized to _1 , and is filled in with the dbus_connection_allocate_data_slot_APIParam_1",libdbus
null,null,"The passed-in slot must be initialized to -1 , and is filled in with the slot ID","The dbus_connection_allocate_data_slot_APIParam_1 must be initialized to _1 , and is filled in with the dbus_connection_allocate_data_slot_APIParam_1",libdbus
null,null,"If the remote application has the same machine ID as the one returned by this function, the remote application is on the same machine as your application","If the remote application has the same machine ID as the one returned by this function, the remote application is on the same machine as your application",libdbus
null,null,all DBusPendingCall objects will have a slot with the given integer ID reserved,all DBusPendingCall objects will have a dbus_pending_call_allocate_data_slot_APIParam_1 with the given integer ID reserved,libdbus
null,null,all DBusMessage objects will have a slot with the given integer ID reserved,all DBusMessage objects will have a dbus_message_allocate_data_slot_APIParam_1 with the given integer ID reserved,libdbus
null,null,all DBusServer objects will have a slot with the given integer ID reserved,all DBusServer objects will have a dbus_server_allocate_data_slot_APIParam_1 with the given integer ID reserved,libdbus
null,null,all DBusConnection objects will have a slot with the given integer ID reserved,all DBusConnection objects will have a dbus_connection_allocate_data_slot_APIParam_1 with the given integer ID reserved,libdbus
null,null,This requires storing timestamps instead of intervals in the timeout dbus_pending_call_block_APIParam_1 is the dbus_pending_call_block_APIParam_1 call,This requires storing timestamps instead of intervals in the timeout dbus_pending_call_block_APIParam_1 is the dbus_pending_call_block_APIParam_1 call,libdbus
null,null,Block until the dbus_pending_call_block_APIParam_1 call is completed,Block until the dbus_pending_call_block_APIParam_1 call is completed,libdbus
null,null,dbus_pending_call_get_data_APIName and dbus_pending_call_set_data_APIName may no longer be used with this slot,dbus_pending_call_get_data_APIName and dbus_pending_call_set_data_APIName may no longer be used with this dbus_pending_call_free_data_slot_APIParam_1,libdbus
null,null,dbus_message_get_data_APIName and dbus_message_set_data_APIName may no longer be used with this slot,dbus_message_get_data_APIName and dbus_message_set_data_APIName may no longer be used with this dbus_message_free_data_slot_APIParam_1,libdbus
null,null,dbus_server_get_data_APIName and dbus_server_set_data_APIName may no longer be used with this slot,dbus_server_get_data_APIName and dbus_server_set_data_APIName may no longer be used with this dbus_server_free_data_slot_APIParam_1,libdbus
null,null,dbus_connection_get_data_APIName and dbus_connection_set_data_APIName may no longer be used with this slot,dbus_connection_get_data_APIName and dbus_connection_set_data_APIName may no longer be used with this dbus_connection_free_data_slot_APIParam_1,libdbus
null,null,but it should really only use time remaining,but it should really only use time remaining,libdbus
null,null,The dbus_pending_call_get_data_APIParam_2 must still be allocated,The dbus_pending_call_get_data_APIParam_2 must still be allocated,libdbus
null,null,The dbus_message_get_data_APIParam_2 must still be allocated,The dbus_message_get_data_APIParam_2 must still be allocated,libdbus
null,null,The dbus_server_get_data_APIParam_2 must still be allocated,The dbus_server_get_data_APIParam_2 must still be allocated,libdbus
null,null,The dbus_connection_get_data_APIParam_2 must still be allocated,The dbus_connection_get_data_APIParam_2 must still be allocated,libdbus
null,null,"dbus_pending_call_get_data_APIName return the data, or NULL if not found","dbus_pending_call_get_data_APIName return the data, or NULL if not found",libdbus
null,null,"dbus_message_get_data_APIName return the data, or NULL if not found","dbus_message_get_data_APIName return the data, or NULL if not found",libdbus
null,null,"dbus_server_get_data_APIName return the data, or NULL if not found","dbus_server_get_data_APIName return the data, or NULL if not found",libdbus
null,null,"dbus_connection_get_data_APIName return the data, or NULL if not found","dbus_connection_get_data_APIName return the data, or NULL if not found",libdbus
null,null,The dbus_pending_call_set_data_APIParam_2 number must have been allocated with dbus_pending_call_allocate_data_slot_APIName,The dbus_pending_call_set_data_APIParam_2 number must have been allocated with dbus_pending_call_allocate_data_slot_APIName,libdbus
null,null,The dbus_message_set_data_APIParam_2 number must have been allocated with dbus_message_allocate_data_slot_APIName,The dbus_message_set_data_APIParam_2 number must have been allocated with dbus_message_allocate_data_slot_APIName,libdbus
null,null,The dbus_server_set_data_APIParam_2 number must have been allocated with dbus_server_allocate_data_slot_APIName,The dbus_server_set_data_APIParam_2 number must have been allocated with dbus_server_allocate_data_slot_APIName,libdbus
null,null,The dbus_connection_set_data_APIParam_2 number must have been allocated with dbus_connection_allocate_data_slot_APIName,The dbus_connection_set_data_APIParam_2 number must have been allocated with dbus_connection_allocate_data_slot_APIName,libdbus
null,null,dbus_pending_call_set_notify_APIName return FALSE if not enough memory,dbus_pending_call_set_notify_APIName return FALSE if not enough memory,libdbus
null,null,dbus_message_iter_append_basic_APIName return FALSE if not enough memory,dbus_message_iter_append_basic_APIName return FALSE if not enough memory,libdbus
null,null,dbus_message_iter_append_fixed_array_APIName return FALSE if not enough memory,dbus_message_iter_append_fixed_array_APIName return FALSE if not enough memory,libdbus
null,null,dbus_message_iter_close_container_APIName return FALSE if not enough memory,dbus_message_iter_close_container_APIName return FALSE if not enough memory,libdbus
null,null,dbus_message_iter_open_container_APIName return FALSE if not enough memory,dbus_message_iter_open_container_APIName return FALSE if not enough memory,libdbus
null,null,dbus_message_set_container_instance_APIName return FALSE if not enough memory,dbus_message_set_container_instance_APIName return FALSE if not enough memory,libdbus
null,null,dbus_message_set_destination_APIName return FALSE if not enough memory,dbus_message_set_destination_APIName return FALSE if not enough memory,libdbus
null,null,dbus_message_set_error_name_APIName return FALSE if not enough memory,dbus_message_set_error_name_APIName return FALSE if not enough memory,libdbus
null,null,dbus_message_set_interface_APIName return FALSE if not enough memory,dbus_message_set_interface_APIName return FALSE if not enough memory,libdbus
null,null,dbus_message_set_member_APIName return FALSE if not enough memory,dbus_message_set_member_APIName return FALSE if not enough dbus_message_set_member_APIParam_2,libdbus
null,null,dbus_message_set_path_APIName return FALSE if not enough memory,dbus_message_set_path_APIName return FALSE if not enough memory,libdbus
null,null,dbus_message_set_reply_serial_APIName return FALSE if not enough memory,dbus_message_set_reply_serial_APIName return FALSE if not enough memory,libdbus
null,null,dbus_message_set_sender_APIName return FALSE if not enough memory,dbus_message_set_sender_APIName return FALSE if not enough memory,libdbus
null,null,dbus_connection_get_object_path_data_APIName return FALSE if not enough memory,dbus_connection_get_object_path_data_APIName return FALSE if not enough memory,libdbus
null,null,dbus_connection_unregister_object_path_APIName return FALSE if not enough memory,dbus_connection_unregister_object_path_APIName return FALSE if not enough memory,libdbus
null,null,dbus_bus_set_unique_name_APIName return FALSE if not enough memory,dbus_bus_set_unique_name_APIName return FALSE if not enough memory,libdbus
null,null,"Gets the reply, or returns NULL if none has been received yet","Gets the reply, or returns NULL if none has been received yet",libdbus
null,null,"The idea is that two processes with the same machine ID should be able to use shared memory , UNIX domain sockets , process IDs , and other features of the OS that require both processes to be running on the same OS kernel instance","The idea is that two processes with the same machine ID should be able to use shared memory , UNIX domain sockets , process IDs , and other features of the OS that require both processes to be running on the same OS kernel instance",libdbus
null,null,dbus_pending_call_steal_reply_APIName return the reply message or NULL,dbus_pending_call_steal_reply_APIName return the reply message or NULL,libdbus
null,null,dbus_message_new_APIName return new message or NULL if no memory,dbus_message_new_APIName return new dbus_message_new_APIParam_1 or NULL if no memory,libdbus
null,null,dbus_pending_call_steal_reply_APIName can only be called once per dbus_pending_call_steal_reply_APIParam_1 call,dbus_pending_call_steal_reply_APIName can only be called once per dbus_pending_call_steal_reply_APIParam_1 call,libdbus
null,null,The variable argument list should contain the type of each argument followed by the value to append,The variable dbus_message_append_args_APIParam_2 list should call dbus_type_is_container_APIName with dbus_message_append_args_APIParam_2 of each dbus_message_append_args_APIParam_2 followed by the value to append,libdbus
null,null,dbus_message_append_args_APIName does not support arrays of Unix file descriptors,dbus_message_append_args_APIName does not support arrays of Unix file descriptors,libdbus
null,null,"The last argument to dbus_message_append_args_APIName must be DBUS_TYPE_INVALID , marking the end of the argument list","The last dbus_message_append_args_APIParam_2 to dbus_message_append_args_APIName must be DBUS_TYPE_INVALID , marking the end of the dbus_message_append_args_APIParam_2",libdbus
null,null,dbus_message_append_args_APIName return TRUE on success,dbus_message_append_args_APIName return TRUE on success,libdbus
null,null,dbus_message_append_args_valist_APIName return TRUE on success,dbus_message_append_args_valist_APIName return TRUE on success,libdbus
null,null,dbus_connection_send_APIName return TRUE on success,dbus_connection_send_APIName return TRUE on success,libdbus
null,null,dbus_bus_register_APIName return TRUE on success,dbus_bus_register_APIName return TRUE on success,libdbus
If you need those,If you need those,you need to manually recurse into the array,you need to manually recurse into the array,libdbus
If you do not do this libdbus,If you do not do this libdbus,will not know to stop and will read invalid memory,will not know to stop and will read invalid memory,libdbus
null,null,String/signature/path arrays should be passed in as `` const char *** address_of_array '' and `` int n_elements '' Todo,String/signature/path arrays should be passed in as  const char *** address_of_array  and  int n_elements  Todo,libdbus
null,null,support DBUS_TYPE_STRUCT and DBUS_TYPE_VARIANT and complex arrays Todo,dbus_message_append_args_APIParam_2 and DBUS_TYPE_VARIANT and complex arrays Todo,libdbus
null,null,and you have to start over building the whole dbus_message_append_args_APIParam_1,and you have to start over building the whole dbus_message_append_args_APIParam_1,libdbus
null,null,and you have to start over building the whole dbus_message_iter_init_append_APIParam_1,and you have to start over building the whole dbus_message_iter_init_append_APIParam_1,libdbus
null,null,dbus_message_copy_APIName can not be used in programs that try to recover from OOM errors,dbus_message_copy_APIName can not be used in programs that try to recover from OOM errors,libdbus
null,null,dbus_message_copy_APIName return the new dbus_message_copy_APIParam_1.or NULL if not enough memory or Unix file descriptors  can be allocated,dbus_message_copy_APIName return the new dbus_message_copy_APIParam_1.or NULL if not enough memory or Unix file descriptors  can be allocated,libdbus
null,null,dbus_message_demarshal_APIParam_3 is the location to save errors to,dbus_message_demarshal_APIParam_3 is the location to save dbus_message_demarshal_APIParam_3 to,libdbus
null,null,The supported types include those supported by dbus_message_append_args_APIName,The supported dbus_message_get_args_APIParam_3 include those supported by dbus_message_append_args_APIName,libdbus
null,null,Similar to dbus_message_get_fixed_array_APIName dbus_message_get_args_APIName does not support arrays of type DBUS_TYPE_UNIX_FD,Similar to dbus_message_get_fixed_array_APIName dbus_message_get_args_APIName does not support arrays of dbus_message_get_args_APIParam_3,libdbus
null,null,support DBUS_TYPE_STRUCT and DBUS_TYPE_VARIANT and complex arrays dbus_message_get_args_APIParam_1 is the dbus_message_get_args_APIParam_1,dbus_message_get_args_APIParam_3 and DBUS_TYPE_VARIANT and complex arrays dbus_message_get_args_APIParam_1 is the dbus_message_get_args_APIParam_1,libdbus
If you need them without this flag set,If you need them without this flag set,make sure to unset it with fcntl_APIName,make sure to unset it with fcntl_APIName,libdbus
If you need them without this flag set,If you need them without this flag set,make sure to unset it with fcntl_APIName,make sure to unset it with fcntl_APIName,libdbus
If you need them without this flag set,If you need them without this flag set,make sure to unset it with fcntl_APIName,make sure to unset it with fcntl_APIName,libdbus
If you need them without this flag set,If you need them without this flag set,make sure to unset it with fcntl_APIName,make sure to unset it with fcntl_APIName,libdbus
If you need to parse messages with arrays of Unix file descriptors,If you need to parse messages with arrays of Unix file descriptors,you need to recurse into the array manually,you need to recurse into the array manually,libdbus
null,null,The variable argument list should contain the type of the argument followed by a pointer to where the value should be stored,The variable dbus_message_get_args_APIParam_3 list should call dbus_type_is_container_APIName with dbus_message_get_args_APIParam_3 of the dbus_message_get_args_APIParam_3 followed by a pointer to where the value should be stored,libdbus
null,null,"In addition to those types , arrays of string , object path , and signature are supported","In addition to those dbus_message_get_args_APIParam_3 , arrays of string , object path , and signature are supported",libdbus
null,null,"but thesebe returned by dbus_message_get_args_APIName as allocated memory and must be freed with dbus_free_string_array_APIName , while the other typesbe returned by dbus_message_get_args_APIName as const references","but thesebe returned by dbus_message_get_args_APIName as allocated memory and must be freed with dbus_free_string_array_APIName , while the other typesbe returned by dbus_message_get_args_APIName as const references",libdbus
null,null,dbus_message_get_container_instance_APIName return the path  or NULL,dbus_message_get_container_instance_APIName return the path  or NULL,libdbus
null,null,dbus_message_get_path_APIName return the path  or NULL,dbus_message_get_path_APIName return the path  or NULL,libdbus
if the dbus_message_get_auto_start_APIParam_1 will cause an owner for destination name to be auto-started,if the dbus_message_get_auto_start_APIParam_1 will cause an owner for destination name to be auto_started,Returns TRUE,Returns TRUE,libdbus
if the dbus_message_get_no_reply_APIParam_1 does not expect a reply,if the dbus_message_get_no_reply_APIParam_1 does not expect a reply,Returns TRUE,Returns TRUE,libdbus
if the dbus_server_get_is_connected_APIParam_1 is still listening for new connections,if the dbus_server_get_is_connected_APIParam_1 is still listening for new connections,Returns TRUE,Returns TRUE,libdbus
if the dbus_connection_get_unix_process_id_APIParam_2 is filled in,if the dbus_connection_get_unix_process_id_APIParam_2 is filled in,Returns TRUE,Returns TRUE,libdbus
if the dbus_connection_get_unix_user_APIParam_2 is filled in,if the dbus_connection_get_unix_user_APIParam_2 is filled in,Returns TRUE,Returns TRUE,libdbus
if the ID is filled in,if the ID is filled in,Returns TRUE,Returns TRUE,libdbus
if the dbus_message_get_auto_start_APIParam_1 will cause an owner for destination name to be auto-started,if the dbus_message_get_auto_start_APIParam_1 will cause an owner for destination name to be auto_started,Returns TRUE,Returns TRUE,libdbus
if the dbus_message_get_no_reply_APIParam_1 does not expect a reply,if the dbus_message_get_no_reply_APIParam_1 does not expect a reply,Returns TRUE,Returns TRUE,libdbus
if the dbus_server_get_is_connected_APIParam_1 is still listening for new connections,if the dbus_server_get_is_connected_APIParam_1 is still listening for new connections,Returns TRUE,Returns TRUE,libdbus
if the dbus_connection_get_unix_process_id_APIParam_2 is filled in,if the dbus_connection_get_unix_process_id_APIParam_2 is filled in,Returns TRUE,Returns TRUE,libdbus
if the dbus_connection_get_unix_user_APIParam_2 is filled in,if the dbus_connection_get_unix_user_APIParam_2 is filled in,Returns TRUE,Returns TRUE,libdbus
if the ID is filled in,if the ID is filled in,Returns TRUE,Returns TRUE,libdbus
if the argument is a valid dbus_type_is_valid_APIParam_1,if the argument is a valid dbus_type_is_valid_APIParam_1,Return TRUE,Return TRUE,libdbus
if the dbus_message_get_auto_start_APIParam_1 will cause an owner for destination name to be auto-started,if the dbus_message_get_auto_start_APIParam_1 will cause an owner for destination name to be auto_started,Returns TRUE,Returns TRUE,libdbus
if the dbus_message_get_no_reply_APIParam_1 does not expect a reply,if the dbus_message_get_no_reply_APIParam_1 does not expect a reply,Returns TRUE,Returns TRUE,libdbus
if the dbus_server_get_is_connected_APIParam_1 is still listening for new connections,if the dbus_server_get_is_connected_APIParam_1 is still listening for new connections,Returns TRUE,Returns TRUE,libdbus
if the dbus_connection_get_unix_process_id_APIParam_2 is filled in,if the dbus_connection_get_unix_process_id_APIParam_2 is filled in,Returns TRUE,Returns TRUE,libdbus
if the dbus_connection_get_unix_user_APIParam_2 is filled in,if the dbus_connection_get_unix_user_APIParam_2 is filled in,Returns TRUE,Returns TRUE,libdbus
if the ID is filled in,if the ID is filled in,Returns TRUE,Returns TRUE,libdbus
if the dbus_message_get_auto_start_APIParam_1 will cause an owner for destination name to be auto-started,if the dbus_message_get_auto_start_APIParam_1 will cause an owner for destination name to be auto_started,Returns TRUE,Returns TRUE,libdbus
if the dbus_message_get_no_reply_APIParam_1 does not expect a reply,if the dbus_message_get_no_reply_APIParam_1 does not expect a reply,Returns TRUE,Returns TRUE,libdbus
if the dbus_server_get_is_connected_APIParam_1 is still listening for new connections,if the dbus_server_get_is_connected_APIParam_1 is still listening for new connections,Returns TRUE,Returns TRUE,libdbus
if the dbus_connection_get_unix_process_id_APIParam_2 is filled in,if the dbus_connection_get_unix_process_id_APIParam_2 is filled in,Returns TRUE,Returns TRUE,libdbus
if the dbus_connection_get_unix_user_APIParam_2 is filled in,if the dbus_connection_get_unix_user_APIParam_2 is filled in,Returns TRUE,Returns TRUE,libdbus
if the ID is filled in,if the ID is filled in,Returns TRUE,Returns TRUE,libdbus
if the dbus_message_get_auto_start_APIParam_1 will cause an owner for destination name to be auto-started,if the dbus_message_get_auto_start_APIParam_1 will cause an owner for destination name to be auto_started,Returns TRUE,Returns TRUE,libdbus
if the dbus_message_get_no_reply_APIParam_1 does not expect a reply,if the dbus_message_get_no_reply_APIParam_1 does not expect a reply,Returns TRUE,Returns TRUE,libdbus
if the dbus_server_get_is_connected_APIParam_1 is still listening for new connections,if the dbus_server_get_is_connected_APIParam_1 is still listening for new connections,Returns TRUE,Returns TRUE,libdbus
if the dbus_connection_get_unix_process_id_APIParam_2 is filled in,if the dbus_connection_get_unix_process_id_APIParam_2 is filled in,Returns TRUE,Returns TRUE,libdbus
if the dbus_connection_get_unix_user_APIParam_2 is filled in,if the dbus_connection_get_unix_user_APIParam_2 is filled in,Returns TRUE,Returns TRUE,libdbus
if the ID is filled in,if the ID is filled in,Returns TRUE,Returns TRUE,libdbus
if the dbus_message_get_auto_start_APIParam_1 will cause an owner for destination name to be auto-started,if the dbus_message_get_auto_start_APIParam_1 will cause an owner for destination name to be auto_started,Returns TRUE,Returns TRUE,libdbus
if the dbus_message_get_no_reply_APIParam_1 does not expect a reply,if the dbus_message_get_no_reply_APIParam_1 does not expect a reply,Returns TRUE,Returns TRUE,libdbus
if the dbus_server_get_is_connected_APIParam_1 is still listening for new connections,if the dbus_server_get_is_connected_APIParam_1 is still listening for new connections,Returns TRUE,Returns TRUE,libdbus
if the dbus_connection_get_unix_process_id_APIParam_2 is filled in,if the dbus_connection_get_unix_process_id_APIParam_2 is filled in,Returns TRUE,Returns TRUE,libdbus
if the dbus_connection_get_unix_user_APIParam_2 is filled in,if the dbus_connection_get_unix_user_APIParam_2 is filled in,Returns TRUE,Returns TRUE,libdbus
if the ID is filled in,if the ID is filled in,Returns TRUE,Returns TRUE,libdbus
null,null,dbus_message_get_destination_APIName return the dbus_message_get_destination_APIParam_1 destination  or NULL,dbus_message_get_destination_APIName return the dbus_message_get_destination_APIParam_1 destination  or NULL,libdbus
if there is none set,if there is none set,Gets the destination of a dbus_message_get_destination_APIParam_1 or NULL,Gets the destination of a dbus_message_get_destination_APIParam_1 or NULL,libdbus
null,null,dbus_message_get_error_name_APIName return the error name  or NULL,dbus_message_get_error_name_APIName return the error name  or NULL,libdbus
null,null,dbus_message_get_interface_APIName return the dbus_message_get_interface_APIParam_1 interface  or NULL,dbus_message_get_interface_APIName return the dbus_message_get_interface_APIParam_1 interface  or NULL,libdbus
if none,if none,Gets the error name or NULL,Gets the error name or NULL,libdbus
null,null,dbus_message_get_member_APIName return the member name  or NULL,dbus_message_get_member_APIName return the member name  or NULL,libdbus
if no dbus_message_get_path_decomposed_APIParam_2 field exists,if no dbus_message_get_path_decomposed_APIParam_2 field exists,NULL set here,NULL set here,libdbus
if none,if none,Returns the serial that the dbus_message_get_reply_serial_APIParam_1 is a reply to or 0,Returns the serial that the dbus_message_get_reply_serial_APIParam_1 is a reply to or 0,libdbus
null,null,"So the dbus_message_get_path_decomposed_APIParam_2 '' / foo/bar '' becomes -LCB- `` foo '' , `` bar '' , NULL -RCB- and the dbus_message_get_path_decomposed_APIParam_2 '' / '' becomes -LCB- NULL -RCB-","So the dbus_message_get_path_decomposed_APIParam_2  / foo/bar  becomes _LCB_  foo  ,  bar  , NULL _RCB_ and the dbus_message_get_path_decomposed_APIParam_2  /  becomes _LCB_ NULL _RCB",libdbus
null,null,"Note , dbus_message_get_sender_APIParam_0 sender is always the unique bus name","Note , dbus_message_get_sender_APIParam_0 sender is always the unique bus name",libdbus
null,null,dbus_message_get_reply_serial_APIName return the reply serial,dbus_message_get_reply_serial_APIName return the reply serial,libdbus
null,null,dbus_message_get_serial_APIName return the serial,dbus_message_get_serial_APIName return the serial,libdbus
null,null,dbus_bus_get_private_APIName return a DBusConnection with new ref,dbus_bus_get_private_APIName return a dbus_bus_get_private_APIParam_0 with new ref,libdbus
null,null,"Connections may own multiple other bus names , but those are not found in the sender field","Connections may own multiple other bus names , but those are not found in the sender field",libdbus
if none,if none,Returns the serial of a dbus_message_get_serial_APIParam_1 or 0 has been specified,Returns the serial of a dbus_message_get_serial_APIParam_1 or 0 has been specified,libdbus
null,null,DBUS_MESSAGE_TYPE_INVALID will never be returned,DBUS_MESSAGE_TYPE_INVALID will never be returned,libdbus
null,null,"The signature includes only `` in '' arguments for DBUS_MESSAGE_TYPE_METHOD_CALL and only `` out '' arguments for DBUS_MESSAGE_TYPE_METHOD_RETURN , so is slightly different from what you might expect","The signature includes only  in  arguments for DBUS_MESSAGE_TYPE_METHOD_CALL and only  out  arguments for DBUS_MESSAGE_TYPE_METHOD_RETURN , so is slightly different from what you might expect",libdbus
null,null,"If the dbus_message_has_destination_APIParam_1 has no destination specified or has a different destination, returns FALSE","If the dbus_message_has_destination_APIParam_1 has no destination specified or has a different destination, returns FALSE",libdbus
null,null,"Types include DBUS_MESSAGE_TYPE_METHOD_CALL , DBUS_MESSAGE_TYPE_METHOD_RETURN , DBUS_MESSAGE_TYPE_ERROR , DBUS_MESSAGE_TYPE_SIGNAL , but other types are allowed and all code must silently ignore messages of unknown type","Types include DBUS_MESSAGE_TYPE_METHOD_CALL , DBUS_MESSAGE_TYPE_METHOD_RETURN , DBUS_MESSAGE_TYPE_ERROR , DBUS_MESSAGE_TYPE_SIGNAL , but other types are allowed and all code must silently ignore dbus_message_get_type_APIParam_1 of unknown type",libdbus
null,null,"If the dbus_message_has_sender_APIParam_1 has no sender specified or has a different sender, returns FALSE","If the dbus_message_has_sender_APIParam_1 has no sender specified or has a different sender, returns FALSE",libdbus
null,null,So you can not use dbus_message_has_sender_APIName to see,So you can not use dbus_message_has_sender_APIName to see,libdbus
null,null,"If the dbus_message_is_error_APIParam_1 is not DBUS_MESSAGE_TYPE_ERROR , or has a different name, returns FALSE","If the dbus_message_is_error_APIParam_1 is not DBUS_MESSAGE_TYPE_ERROR , or has a different name, returns FALSE",libdbus
null,null,"If the dbus_message_is_method_call_APIParam_1 is not DBUS_MESSAGE_TYPE_METHOD_CALL , or has a different interface or member field, returns FALSE","If the dbus_message_is_method_call_APIParam_1 is not DBUS_MESSAGE_TYPE_METHOD_CALL , or has a different dbus_message_is_method_call_APIParam_2 or member field, returns FALSE",libdbus
null,null,"If the dbus_message_is_signal_APIParam_1 is not DBUS_MESSAGE_TYPE_SIGNAL , or has a different interface or member field, returns FALSE","If the dbus_message_is_signal_APIParam_1 is not DBUS_MESSAGE_TYPE_SIGNAL , or has a different dbus_message_is_signal_APIParam_2 or member field, returns FALSE",libdbus
null,null,The D-Bus protocol allows dbus_message_is_method_call_APIParam_3 callers to leave out the interface name,The dbus_message_is_method_call_APIParam_1 allows dbus_message_is_method_call_APIParam_3 callers to leave out the interface name,libdbus
If the interface field is missing,If the call dbus_message_is_signal_APIName with interface field,it will be assumed equal to the provided interface,it will be assumed equal to the provided dbus_message_is_method_call_APIParam_2,libdbus
