"pcap_set_protocol_linux_APIName is only provided on Linux , and",null,"pcap_set_protocol_linux_APIName is only provided on Linux, and, if it is used on any device other than a network interface, it will have no effect","On network interface devices on Linux, pcap_set_protocol_linux_APIName sets the pcap_set_protocol_linux_APIParam_2 to be used in the socket_APIName call to create a capture socket when the handle is activated. The argument is a link-layer pcap_set_protocol_linux_APIParam_2 value, such as the values in the <linux/if_ether.h> header file, specified in host byte order. If pcap_set_protocol_linux_APIParam_2 is non-zero, packets of that pcap_set_protocol_linux_APIParam_2 will be captured when the handle is activated, otherwise, all packets will be captured. pcap_set_protocol_linux_APIName is only provided on Linux, and, if it is used on any device other than a network interface, it will have no effect"
"after a successful call to pcap_set_datalink_APIName , all subsequent packets will have a link-layer header of the type specified by the link-layer header type value passed to pcap_set_datalink",null,"The value pcap_loop_APIName returns will be valid for all packets received unless and until pcap_set_datalink_APIName is called; after a successful call to pcap_set_datalink_APIName, all subsequent packets will have a link-layer header of the type specified by the link-layer header type value passed to pcap_set_datalink","The bytes of data from the packet begin with a link-layer header. The format of the link-layer header is indicated by the return value of the pcap_datalink_APIName routine when handed the pcap_t value also passed to pcap_loop_APIName or pcap_dispatch_APIName. https://www.tcpdump.org/linktypes.html lists the values pcap_datalink_APIName can return and describes the packet formats that correspond to those values. The value pcap_loop_APIName returns will be valid for all packets received unless and until pcap_set_datalink_APIName is called; after a successful call to pcap_set_datalink_APIName, all subsequent packets will have a link-layer header of the type specified by the link-layer header type value passed to pcap_set_datalink"
It should not be used in portable code,null,"It should not be used in portable code; instead, a filter should be specified with pcap_setfilter(3PCAP","It should not be used in portable code; instead, a filter should be specified with pcap_setfilter(3PCAP"
callback specifies a pcap_handler routine to be called with three arguments,null,"callback specifies a pcap_handler routine to be called with three arguments: a u_char pointer which is passed in the pcap_loop_APIParam_4 argument to pcap_loop_APIName or pcap_dispatch_APIName, a const struct pcap_pkthdr pointer pointing to the packet time stamp and lengths, and a const u_char pointer to the first caplen (as given in the struct pcap_pkthdr a pointer to which is passed to the pcap_loop_APIParam_3 routine) bytes of data from the packet.","callback specifies a pcap_handler routine to be called with three arguments: a u_char pointer which is passed in the pcap_loop_APIParam_4 argument to pcap_loop_APIName or pcap_dispatch_APIName, a const struct pcap_pkthdr pointer pointing to the packet time stamp and lengths, and a const u_char pointer to the first caplen (as given in the struct pcap_pkthdr a pointer to which is passed to the pcap_loop_APIParam_3 routine) bytes of data from the packet. The struct pcap_pkthdr and the packet data are not to be freed by the pcap_loop_APIParam_3 routine, and are not guaranteed to be valid after the pcap_loop_APIParam_3 routine returns; if the code needs them to be valid after the pcap_loop_APIParam_3, it must make a copy of them"
"Note also that poll_APIName and kevent_APIName does not work on character special files, including BPF devices, in Mac OS X 10.4 and 10.5, so, while select_APIName can be used on the descriptor returned by pcap_get_selectable_fd_APIName, poll_APIName and kevent_APIName cannot be used on it those versions of Mac OS X. poll_APIName, but not kevent_APIName, works on that descriptor in Mac OS X releases prior to 10.4",null,"Note also that poll_APIName and kevent_APIName does not work on character special files, including BPF devices, in Mac OS X 10.4 and 10.5, so, while select_APIName can be used on the descriptor returned by pcap_get_selectable_fd_APIName, poll_APIName and kevent_APIName cannot be used on it those versions of Mac OS X. poll_APIName, but not kevent_APIName, works on that descriptor in Mac OS X releases prior to 10.4; poll_APIName and kevent_APIName work on that descriptor in Mac OS X 10.6 and later","Note also that poll_APIName and kevent_APIName does not work on character special files, including BPF devices, in Mac OS X 10.4 and 10.5, so, while select_APIName can be used on the descriptor returned by pcap_get_selectable_fd_APIName, poll_APIName and kevent_APIName cannot be used on it those versions of Mac OS X. poll_APIName, but not kevent_APIName, works on that descriptor in Mac OS X releases prior to 10.4; poll_APIName and kevent_APIName work on that descriptor in Mac OS X 10.6 and later"
it must make a copy of them,if the code needs them to be valid after the pcap_loop_APIParam_3,"The struct pcap_pkthdr and the packet data are not to be freed by the pcap_loop_APIParam_3 routine, and are not guaranteed to be valid after the pcap_loop_APIParam_3 routine returns; if the code needs them to be valid after the pcap_loop_APIParam_3, it must make a copy of them","callback specifies a pcap_handler routine to be called with three arguments: a u_char pointer which is passed in the pcap_loop_APIParam_4 argument to pcap_loop_APIName or pcap_dispatch_APIName, a const struct pcap_pkthdr pointer pointing to the packet time stamp and lengths, and a const u_char pointer to the first caplen (as given in the struct pcap_pkthdr a pointer to which is passed to the pcap_loop_APIParam_3 routine) bytes of data from the packet. The struct pcap_pkthdr and the packet data are not to be freed by the pcap_loop_APIParam_3 routine, and are not guaranteed to be valid after the pcap_loop_APIParam_3 routine returns; if the code needs them to be valid after the pcap_loop_APIParam_3, it must make a copy of them"
"pcap_file_APIName returns the standard I/O stream of the savefile, if a savefile was opened with pcap_open_offline_APIName, or NULL, if a network device was opened with pcap_create_APIName and pcap_activate_APIName, or with pcap_open_live(3PCAP",null,"pcap_file_APIName returns the standard I/O stream of the savefile, if a savefile was opened with pcap_open_offline_APIName, or NULL, if a network device was opened with pcap_create_APIName and pcap_activate_APIName, or with pcap_open_live(3PCAP","pcap_file_APIName returns the standard I/O stream of the savefile, if a savefile was opened with pcap_open_offline_APIName, or NULL, if a network device was opened with pcap_create_APIName and pcap_activate_APIName, or with pcap_open_live(3PCAP"
poll_APIName and kevent_APIName work on that descriptor in Mac OS X 10.6 and later,null,"Note also that poll_APIName and kevent_APIName does not work on character special files, including BPF devices, in Mac OS X 10.4 and 10.5, so, while select_APIName can be used on the descriptor returned by pcap_get_selectable_fd_APIName, poll_APIName and kevent_APIName cannot be used on it those versions of Mac OS X. poll_APIName, but not kevent_APIName, works on that descriptor in Mac OS X releases prior to 10.4; poll_APIName and kevent_APIName work on that descriptor in Mac OS X 10.6 and later","Note also that poll_APIName and kevent_APIName does not work on character special files, including BPF devices, in Mac OS X 10.4 and 10.5, so, while select_APIName can be used on the descriptor returned by pcap_get_selectable_fd_APIName, poll_APIName and kevent_APIName cannot be used on it those versions of Mac OS X. poll_APIName, but not kevent_APIName, works on that descriptor in Mac OS X releases prior to 10.4; poll_APIName and kevent_APIName work on that descriptor in Mac OS X 10.6 and later"
"-LRB- In older versions of libpcap , the behavior was undefined",when pcap_dispatch_APIParam_2 was 0,"(In older versions of libpcap, the behavior when pcap_dispatch_APIParam_2 was 0 was undefined; different platforms and devices behaved differently, so code that must work with older versions of libpcap should use -1, not 0, as the value of cnt","(In older versions of libpcap, the behavior when pcap_dispatch_APIParam_2 was 0 was undefined; different platforms and devices behaved differently, so code that must work with older versions of libpcap should use -1, not 0, as the value of cnt"
"instead , a filter should be specified with pcap_setfilter -LRB- 3PCAP",null,"It should not be used in portable code; instead, a filter should be specified with pcap_setfilter(3PCAP","It should not be used in portable code; instead, a filter should be specified with pcap_setfilter(3PCAP"
"pcap_loop_APIName processes packets from a live capture or savefile until pcap_loop_APIParam_2 packets are processed , the end of the savefile is reached","when reading from a savefile , pcap_breakloop_APIName is called , or an error occurs","pcap_loop_APIName processes packets from a live capture or savefile until pcap_loop_APIParam_2 packets are processed, the end of the savefile is reached when reading from a savefile, pcap_breakloop_APIName is called, or an error occurs.","pcap_loop_APIName processes packets from a live capture or savefile until pcap_loop_APIParam_2 packets are processed, the end of the savefile is reached when reading from a savefile, pcap_breakloop_APIName is called, or an error occurs. It does not return when live packet buffer timeouts occur. A value of -1 or 0 for pcap_loop_APIParam_2 is equivalent to infinity, so that packets are processed until another ending condition occurs"
"A value of -1 or 0 for pcap_dispatch_APIParam_2 causes all the packets received in one buffer to be processed , and causes all the packets in the file to be processed when reading a savefile",when reading a live capture,"A value of -1 or 0 for pcap_dispatch_APIParam_2 causes all the packets received in one buffer to be processed when reading a live capture, and causes all the packets in the file to be processed when reading a savefile","pcap_dispatch_APIName processes packets from a live capture or savefile until pcap_dispatch_APIParam_2 packets are processed, the end of the current bufferful of packets is reached when doing a live capture, the end of the savefile is reached when reading from a savefile, pcap_breakloop_APIName is called, or an error occurs. Thus, when doing a live capture, pcap_dispatch_APIParam_2 is the maximum number of packets to process before returning, but is not a minimum number; when reading a live capture, only one bufferful of packets is read at a time, so fewer than pcap_dispatch_APIParam_2 packets may be processed. A value of -1 or 0 for pcap_dispatch_APIParam_2 causes all the packets received in one buffer to be processed when reading a live capture, and causes all the packets in the file to be processed when reading a savefile"
so fewer than pcap_dispatch_APIParam_2 packets may be processed,"when reading a live capture , only one bufferful of packets is read at a time","Thus, when doing a live capture, pcap_dispatch_APIParam_2 is the maximum number of packets to process before returning, but is not a minimum number; when reading a live capture, only one bufferful of packets is read at a time, so fewer than pcap_dispatch_APIParam_2 packets may be processed.","pcap_dispatch_APIName processes packets from a live capture or savefile until pcap_dispatch_APIParam_2 packets are processed, the end of the current bufferful of packets is reached when doing a live capture, the end of the savefile is reached when reading from a savefile, pcap_breakloop_APIName is called, or an error occurs. Thus, when doing a live capture, pcap_dispatch_APIParam_2 is the maximum number of packets to process before returning, but is not a minimum number; when reading a live capture, only one bufferful of packets is read at a time, so fewer than pcap_dispatch_APIParam_2 packets may be processed. A value of -1 or 0 for pcap_dispatch_APIParam_2 causes all the packets received in one buffer to be processed when reading a live capture, and causes all the packets in the file to be processed when reading a savefile"
"Note that the Packet Capture library is usually built with large file support , so the standard I/O stream of the savefile might refer to a file larger than 2 gigabytes",null,"Note that the Packet Capture library is usually built with large file support, so the standard I/O stream of the savefile might refer to a file larger than 2 gigabytes; applications that use pcap_file_APIName should, if possible, use calls that support large files on the return value of pcap_file_APIName or the value returned by fileno_APIName when passed the return value of pcap_file","Note that the Packet Capture library is usually built with large file support, so the standard I/O stream of the savefile might refer to a file larger than 2 gigabytes; applications that use pcap_file_APIName should, if possible, use calls that support large files on the return value of pcap_file_APIName or the value returned by fileno_APIName when passed the return value of pcap_file"
"applications that use pcap_file_APIName should, if possible, use calls that support large files on the return value of pcap_file_APIName or the value returned by fileno_APIName when passed the return value of pcap_file",null,"Note that the Packet Capture library is usually built with large file support, so the standard I/O stream of the savefile might refer to a file larger than 2 gigabytes; applications that use pcap_file_APIName should, if possible, use calls that support large files on the return value of pcap_file_APIName or the value returned by fileno_APIName when passed the return value of pcap_file","Note that the Packet Capture library is usually built with large file support, so the standard I/O stream of the savefile might refer to a file larger than 2 gigabytes; applications that use pcap_file_APIName should, if possible, use calls that support large files on the return value of pcap_file_APIName or the value returned by fileno_APIName when passed the return value of pcap_file"
"different platforms and devices behaved differently , so code that must work with older versions of libpcap should use -1 , not 0 , as the value of cnt",null,"(In older versions of libpcap, the behavior when pcap_dispatch_APIParam_2 was 0 was undefined; different platforms and devices behaved differently, so code that must work with older versions of libpcap should use -1, not 0, as the value of cnt","(In older versions of libpcap, the behavior when pcap_dispatch_APIParam_2 was 0 was undefined; different platforms and devices behaved differently, so code that must work with older versions of libpcap should use -1, not 0, as the value of cnt"
"a u_char pointer which is passed in the pcap_loop_APIParam_4 argument to pcap_loop_APIName or pcap_dispatch_APIName , a const struct pcap_pkthdr pointer pointing to the packet time stamp and lengths , and a const u_char pointer to the first caplen bytes of data from the packet",null,"callback specifies a pcap_handler routine to be called with three arguments: a u_char pointer which is passed in the pcap_loop_APIParam_4 argument to pcap_loop_APIName or pcap_dispatch_APIName, a const struct pcap_pkthdr pointer pointing to the packet time stamp and lengths, and a const u_char pointer to the first caplen (as given in the struct pcap_pkthdr a pointer to which is passed to the pcap_loop_APIParam_3 routine) bytes of data from the packet.","callback specifies a pcap_handler routine to be called with three arguments: a u_char pointer which is passed in the pcap_loop_APIParam_4 argument to pcap_loop_APIName or pcap_dispatch_APIName, a const struct pcap_pkthdr pointer pointing to the packet time stamp and lengths, and a const u_char pointer to the first caplen (as given in the struct pcap_pkthdr a pointer to which is passed to the pcap_loop_APIParam_3 routine) bytes of data from the packet. The struct pcap_pkthdr and the packet data are not to be freed by the pcap_loop_APIParam_3 routine, and are not guaranteed to be valid after the pcap_loop_APIParam_3 routine returns; if the code needs them to be valid after the pcap_loop_APIParam_3, it must make a copy of them"
"To work around this , code that uses those calls to wait for packets to arrive must put the pcap_t in non-blocking mode , and must arrange that the call have a timeout less than or equal to the packet buffer timeout , and must try to read packets after that timeout expires , regardless of",null,"To work around this , code that uses those calls to wait for packets to arrive must put the pcap_t in non-blocking mode , and must arrange that the call have a timeout less than or equal to the packet buffer timeout , and must try to read packets after that timeout expires , regardless of  .","select_APIName, poll_APIName, and kevent_APIName do not work correctly on BPF devices; pcap_get_selectable_fd_APIName will return a file descriptor on most of those versions (the exceptions being FreeBSD 4.3 and 4.4), but a simple select_APIName, poll_APIName, or kevent_APIName call will not indicate that the descriptor is readable until a full buffer worth of packets is received, even if the packet timeout expires before then. To work around this, code that uses those calls to wait for packets to arrive must put the pcap_t in non-blocking mode, and must arrange that the call have a timeout less than or equal to the packet buffer timeout, and must try to read packets after that timeout expires, regardless of whether the call indicated that the file descriptor for the pcap_t is ready to be read or not. (That workaround will not work in FreeBSD 4.3 and later; however, in FreeBSD 4.6 and later, those calls work correctly on BPF devices, so the workaround is not necessary, although it does no harm"
the end of the current bufferful of packets is reached,when doing a live capture,"pcap_dispatch_APIName processes packets from a live capture or savefile until pcap_dispatch_APIParam_2 packets are processed, the end of the current bufferful of packets is reached when doing a live capture, the end of the savefile is reached when reading from a savefile, pcap_breakloop_APIName is called, or an error occurs.","pcap_dispatch_APIName processes packets from a live capture or savefile until pcap_dispatch_APIParam_2 packets are processed, the end of the current bufferful of packets is reached when doing a live capture, the end of the savefile is reached when reading from a savefile, pcap_breakloop_APIName is called, or an error occurs. Thus, when doing a live capture, pcap_dispatch_APIParam_2 is the maximum number of packets to process before returning, but is not a minimum number; when reading a live capture, only one bufferful of packets is read at a time, so fewer than pcap_dispatch_APIParam_2 packets may be processed. A value of -1 or 0 for pcap_dispatch_APIParam_2 causes all the packets received in one buffer to be processed when reading a live capture, and causes all the packets in the file to be processed when reading a savefile"
"pcap_dispatch_APIName processes packets from a live capture or savefile until pcap_dispatch_APIParam_2 packets are processed , , the end of the savefile is reached when reading from a savefile , pcap_breakloop_APIName is called , or an error occurs",null,"pcap_dispatch_APIName processes packets from a live capture or savefile until pcap_dispatch_APIParam_2 packets are processed, the end of the current bufferful of packets is reached when doing a live capture, the end of the savefile is reached when reading from a savefile, pcap_breakloop_APIName is called, or an error occurs.","pcap_dispatch_APIName processes packets from a live capture or savefile until pcap_dispatch_APIParam_2 packets are processed, the end of the current bufferful of packets is reached when doing a live capture, the end of the savefile is reached when reading from a savefile, pcap_breakloop_APIName is called, or an error occurs. Thus, when doing a live capture, pcap_dispatch_APIParam_2 is the maximum number of packets to process before returning, but is not a minimum number; when reading a live capture, only one bufferful of packets is read at a time, so fewer than pcap_dispatch_APIParam_2 packets may be processed. A value of -1 or 0 for pcap_dispatch_APIParam_2 causes all the packets received in one buffer to be processed when reading a live capture, and causes all the packets in the file to be processed when reading a savefile"
that packet type can not be filtered with a filter specified with pcap_setfilter_APIName but can be filtered by specifying the socket-layer pcap_set_protocol_linux_APIParam_2 type using pcap_set_protocol_linux,"If a given network interface provides a standard link-layer header , with a standard packet type , but provides some packet types with a different socket-layer pcap_set_protocol_linux_APIParam_2 type from the one in the link-layer header","If a given network interface provides a standard link-layer header, with a standard packet type, but provides some packet types with a different socket-layer pcap_set_protocol_linux_APIParam_2 type from the one in the link-layer header, that packet type cannot be filtered with a filter specified with pcap_setfilter_APIName but can be filtered by specifying the socket-layer pcap_set_protocol_linux_APIParam_2 type using pcap_set_protocol_linux","If a given network interface provides a standard link-layer header, with a standard packet type, but provides some packet types with a different socket-layer pcap_set_protocol_linux_APIParam_2 type from the one in the link-layer header, that packet type cannot be filtered with a filter specified with pcap_setfilter_APIName but can be filtered by specifying the socket-layer pcap_set_protocol_linux_APIParam_2 type using pcap_set_protocol_linux"
"If PCAP_ERROR be returned by pcap_list_datalinks_APIName, pcap_geterr_APIName or pcap_perror_APIName may be called with pcap_list_datalinks_APIParam_1 as an argument to fetch or display the error text",null,"If PCAP_ERROR be returned by pcap_list_datalinks_APIName, pcap_geterr_APIName or pcap_perror_APIName may be called with pcap_list_datalinks_APIParam_1 as an argument to fetch or display the error text","pcap_list_datalinks_APIName returns the number of link-layer header types in the array on success, PCAP_ERROR_NOT_ACTIVATED if pcap_list_datalinks_APIName is called on a capture handle that has been created but not activated, and PCAP_ERROR on other errors. If PCAP_ERROR be returned by pcap_list_datalinks_APIName, pcap_geterr_APIName or pcap_perror_APIName may be called with pcap_list_datalinks_APIParam_1 as an argument to fetch or display the error text"
Note also that some devices might not support sending packets,null,Note also that some devices might not support sending packets,"Note that, even if you successfully open the network interface, you might not have permission to send packets on it, or it might not support sending packets; as pcap_open_live_APIName does not have a flag to indicate whether to open for capturing, sending, or capturing and sending, you cannot request an open that supports sending and be notified at open time whether sending will be possible. Note also that some devices might not support sending packets"
Both are provided for compatibility,null,Both are provided for compatibility,"pcap_sendpacket_APIName is like pcap_inject_APIName, but pcap_inject_APIName returns 0 on success, rather than returning the number of bytes written. (pcap_inject_APIName comes from OpenBSD; pcap_sendpacket_APIName comes from WinPcap. Both are provided for compatibility"
"pcap_sendpacket_APIName is like pcap_inject_APIName, but pcap_inject_APIName returns 0 on success, rather than returning the number of bytes written",null,"pcap_sendpacket_APIName is like pcap_inject_APIName, but pcap_inject_APIName returns 0 on success, rather than returning the number of bytes written.","pcap_sendpacket_APIName is like pcap_inject_APIName, but pcap_inject_APIName returns 0 on success, rather than returning the number of bytes written. (pcap_inject_APIName comes from OpenBSD; pcap_sendpacket_APIName comes from WinPcap. Both are provided for compatibility"
pcap_inject_APIName returns the number of bytes written on success and PCAP_ERROR on failure,null,pcap_inject_APIName returns the number of bytes written on success and PCAP_ERROR on failure,pcap_inject_APIName returns the number of bytes written on success and PCAP_ERROR on failure
pcap_sendpacket_APIName returns 0 on success and PCAP_ERROR on failure,null,pcap_sendpacket_APIName returns 0 on success and PCAP_ERROR on failure,pcap_sendpacket_APIName returns 0 on success and PCAP_ERROR on failure
"pcap_list_datalinks_APIName returns the number of link-layer header types in the array on success, PCAP_ERROR_NOT_ACTIVATED if pcap_list_datalinks_APIName is called on a capture handle that has been created but not activated, and PCAP_ERROR on other errors",null,"pcap_list_datalinks_APIName returns the number of link-layer header types in the array on success, PCAP_ERROR_NOT_ACTIVATED if pcap_list_datalinks_APIName is called on a capture handle that has been created but not activated, and PCAP_ERROR on other errors.","pcap_list_datalinks_APIName returns the number of link-layer header types in the array on success, PCAP_ERROR_NOT_ACTIVATED if pcap_list_datalinks_APIName is called on a capture handle that has been created but not activated, and PCAP_ERROR on other errors. If PCAP_ERROR be returned by pcap_list_datalinks_APIName, pcap_geterr_APIName or pcap_perror_APIName may be called with pcap_list_datalinks_APIParam_1 as an argument to fetch or display the error text"
pcap_inject_APIName sends a raw packet through the network interface,null,"pcap_inject_APIName sends a raw packet through the network interface; pcap_inject_APIParam_2 points to the data of the packet, including the link-layer header, and pcap_inject_APIParam_3 is the number of bytes in the packet","pcap_inject_APIName sends a raw packet through the network interface; pcap_inject_APIParam_2 points to the data of the packet, including the link-layer header, and pcap_inject_APIParam_3 is the number of bytes in the packet"
pcap_dump_APIName outputs a packet to the savefile opened with pcap_dump_open_APIName,null,pcap_dump_APIName outputs a packet to the savefile opened with pcap_dump_open_APIName.,"pcap_dump_APIName outputs a packet to the savefile opened with pcap_dump_open_APIName. Note that its calling arguments are suitable for use with pcap_dispatch_APIName or pcap_loop_APIName. if pcap_dump_APIName is called directly, the pcap_dump_APIParam_1 parameter is of type pcap_dumper_t_APIConstant_1 as returned by pcap_dump_open_APIName"
"If PCAP_ERROR be returned by pcap_sendpacket_APIName, pcap_geterr_APIName or pcap_perror_APIName may be called with pcap_sendpacket_APIParam_1 as an argument to fetch or display the error text",null,"If PCAP_ERROR be returned by pcap_sendpacket_APIName, pcap_geterr_APIName or pcap_perror_APIName may be called with pcap_sendpacket_APIParam_1 as an argument to fetch or display the error text","If PCAP_ERROR be returned by pcap_sendpacket_APIName, pcap_geterr_APIName or pcap_perror_APIName may be called with pcap_sendpacket_APIParam_1 as an argument to fetch or display the error text"
"if pcap_dump_APIName is called directly, the pcap_dump_APIParam_1 parameter is of type pcap_dumper_t_APIConstant_1 as returned by pcap_dump_open_APIName",null,"if pcap_dump_APIName is called directly, the pcap_dump_APIParam_1 parameter is of type pcap_dumper_t_APIConstant_1 as returned by pcap_dump_open_APIName","pcap_dump_APIName outputs a packet to the savefile opened with pcap_dump_open_APIName. Note that its calling arguments are suitable for use with pcap_dispatch_APIName or pcap_loop_APIName. if pcap_dump_APIName is called directly, the pcap_dump_APIParam_1 parameter is of type pcap_dumper_t_APIConstant_1 as returned by pcap_dump_open_APIName"
Note that its calling arguments are suitable for use with pcap_dispatch_APIName or pcap_loop_APIName,null,Note that its calling arguments are suitable for use with pcap_dispatch_APIName or pcap_loop_APIName.,"pcap_dump_APIName outputs a packet to the savefile opened with pcap_dump_open_APIName. Note that its calling arguments are suitable for use with pcap_dispatch_APIName or pcap_loop_APIName. if pcap_dump_APIName is called directly, the pcap_dump_APIParam_1 parameter is of type pcap_dumper_t_APIConstant_1 as returned by pcap_dump_open_APIName"
"pcap_inject_APIParam_2 points to the data of the packet , including the link-layer header , and pcap_inject_APIParam_3 is the number of bytes in the packet",null,"pcap_inject_APIName sends a raw packet through the network interface; pcap_inject_APIParam_2 points to the data of the packet, including the link-layer header, and pcap_inject_APIParam_3 is the number of bytes in the packet","pcap_inject_APIName sends a raw packet through the network interface; pcap_inject_APIParam_2 points to the data of the packet, including the link-layer header, and pcap_inject_APIParam_3 is the number of bytes in the packet"
pcap_get_tstamp_precision_APIName returns the precision of the time stamp returned in packet captures on the pcap descriptor,null,pcap_get_tstamp_precision_APIName returns the precision of the time stamp returned in packet captures on the pcap descriptor,pcap_get_tstamp_precision_APIName returns the precision of the time stamp returned in packet captures on the pcap descriptor
pcap_get_tstamp_precision_APIName became available in libpcap release 1.5.1,null,pcap_get_tstamp_precision_APIName became available in libpcap release 1.5.1.,"pcap_get_tstamp_precision_APIName became available in libpcap release 1.5.1. In previous releases, time stamps from a capture device or savefile are always given in seconds and microseconds"
"pcap_get_tstamp_precision_APIName returns PCAP_TSTAMP_PRECISION_MICRO or PCAP_TSTAMP_PRECISION_NANO, which indicates that pcap captures contains time stamps in microseconds or nanoseconds respectively",null,"pcap_get_tstamp_precision_APIName returns PCAP_TSTAMP_PRECISION_MICRO or PCAP_TSTAMP_PRECISION_NANO, which indicates that pcap captures contains time stamps in microseconds or nanoseconds respectively","pcap_get_tstamp_precision_APIName returns PCAP_TSTAMP_PRECISION_MICRO or PCAP_TSTAMP_PRECISION_NANO, which indicates that pcap captures contains time stamps in microseconds or nanoseconds respectively"
pcap_dump_open_APIName is called to open a savefile for writing,null,pcap_dump_open_APIName is called to open a savefile for writing.,"pcap_dump_open_APIName is called to open a savefile for writing. pcap_dump_open_APIParam_2 specifies the name of the file to open. The file will have the same format as those used by tcpdump_APIName and tcpslice_APIName. The name ""-"" is a synonym for stdout"
pcap_dump_open_APIParam_2 specifies the name of the file to open,null,pcap_dump_open_APIParam_2 specifies the name of the file to open.,"pcap_dump_open_APIName is called to open a savefile for writing. pcap_dump_open_APIParam_2 specifies the name of the file to open. The file will have the same format as those used by tcpdump_APIName and tcpslice_APIName. The name ""-"" is a synonym for stdout"
The file will have the same format as those used by tcpdump_APIName and tcpslice_APIName,null,The file will have the same format as those used by tcpdump_APIName and tcpslice_APIName.,"pcap_dump_open_APIName is called to open a savefile for writing. pcap_dump_open_APIParam_2 specifies the name of the file to open. The file will have the same format as those used by tcpdump_APIName and tcpslice_APIName. The name ""-"" is a synonym for stdout"
"In previous releases , time stamps from a capture device or savefile are always given in seconds and microseconds",null,"In previous releases, time stamps from a capture device or savefile are always given in seconds and microseconds","pcap_get_tstamp_precision_APIName became available in libpcap release 1.5.1. In previous releases, time stamps from a capture device or savefile are always given in seconds and microseconds"
"Note that on Windows , that stream should be opened in binary mode",null,"Note that on Windows, that stream should be opened in binary mode","pcap_dump_fopen_APIName is called to write data to an existing open stream pcap_dump_fopen_APIParam_2; this stream will be closed by a subsequent call to pcap_dump_close_APIName. Note that on Windows, that stream should be opened in binary mode"
NULL be returned by pcap_dump_open_APIName on failure,null,NULL be returned by pcap_dump_open_APIName on failure.,"pcap_dump_open_append_APIName is like pcap_dump_open_APIName but does not create the file if it does not exist and, if it does already exist, and is a pcap file with the same byte order as the host opening the file, and has the same time stamp precision, link-layer header type, and snapshot length as pcap_dump_open_APIParam_1, it will write new packets at the end of the file. RETURN VALUES A pointer to a pcap_dumper_t structure to use in subsequent pcap_dump_APIName and pcap_dump_close_APIName calls be returned by pcap_dump_open_APIName on success. NULL be returned by pcap_dump_open_APIName on failure. If NULL be returned by pcap_dump_open_APIName, pcap_geterr_APIName can be used to get the error text"
pcap_dump_fopen_APIName is called to write data to an existing open stream pcap_dump_fopen_APIParam_2,null,pcap_dump_fopen_APIName is called to write data to an existing open stream pcap_dump_fopen_APIParam_2; this stream will be closed by a subsequent call to pcap_dump_close_APIName.,"pcap_dump_fopen_APIName is called to write data to an existing open stream pcap_dump_fopen_APIParam_2; this stream will be closed by a subsequent call to pcap_dump_close_APIName. Note that on Windows, that stream should be opened in binary mode"
"If NULL be returned by pcap_dump_open_APIName, pcap_geterr_APIName can be used to get the error text",null,"If NULL be returned by pcap_dump_open_APIName, pcap_geterr_APIName can be used to get the error text","pcap_dump_open_append_APIName is like pcap_dump_open_APIName but does not create the file if it does not exist and, if it does already exist, and is a pcap file with the same byte order as the host opening the file, and has the same time stamp precision, link-layer header type, and snapshot length as pcap_dump_open_APIParam_1, it will write new packets at the end of the file. RETURN VALUES A pointer to a pcap_dumper_t structure to use in subsequent pcap_dump_APIName and pcap_dump_close_APIName calls be returned by pcap_dump_open_APIName on success. NULL be returned by pcap_dump_open_APIName on failure. If NULL be returned by pcap_dump_open_APIName, pcap_geterr_APIName can be used to get the error text"
this stream will be closed by a subsequent call to pcap_dump_close_APIName,null,pcap_dump_fopen_APIName is called to write data to an existing open stream pcap_dump_fopen_APIParam_2; this stream will be closed by a subsequent call to pcap_dump_close_APIName.,"pcap_dump_fopen_APIName is called to write data to an existing open stream pcap_dump_fopen_APIParam_2; this stream will be closed by a subsequent call to pcap_dump_close_APIName. Note that on Windows, that stream should be opened in binary mode"
The name '' - '' is a synonym for stdout,null,"The name ""-"" is a synonym for stdout","pcap_dump_open_APIName is called to open a savefile for writing. pcap_dump_open_APIParam_2 specifies the name of the file to open. The file will have the same format as those used by tcpdump_APIName and tcpslice_APIName. The name ""-"" is a synonym for stdout"
The pcap_dump_open_append_APIName function became available in libpcap release 1.7.2,null,The pcap_dump_open_append_APIName function became available in libpcap release 1.7.2.,"The pcap_dump_open_append_APIName function became available in libpcap release 1.7.2. In previous releases, there is no support for appending packets to an existing savefile"
RETURN VALUES A pointer to a pcap_dumper_t structure to use in subsequent pcap_dump_APIName and pcap_dump_close_APIName calls be returned by pcap_dump_open_APIName on success,null,RETURN VALUES A pointer to a pcap_dumper_t structure to use in subsequent pcap_dump_APIName and pcap_dump_close_APIName calls be returned by pcap_dump_open_APIName on success.,"pcap_dump_open_append_APIName is like pcap_dump_open_APIName but does not create the file if it does not exist and, if it does already exist, and is a pcap file with the same byte order as the host opening the file, and has the same time stamp precision, link-layer header type, and snapshot length as pcap_dump_open_APIParam_1, it will write new packets at the end of the file. RETURN VALUES A pointer to a pcap_dumper_t structure to use in subsequent pcap_dump_APIName and pcap_dump_close_APIName calls be returned by pcap_dump_open_APIName on success. NULL be returned by pcap_dump_open_APIName on failure. If NULL be returned by pcap_dump_open_APIName, pcap_geterr_APIName can be used to get the error text"
